Label,Offensive/Violent words
1,futanari
1,futile
1,futilely
1,futility
0,futurestic
0,futuristic
1,fuuck
1,fuuddii
1,fuuudi
1,fuzzy
1,gaali
0,gaana
1,gaand
1,gaand
1,gaand fadna
1,gaand ka keeda
1,gaand marana
1,gaand marau
1,gaand marna
1,gaand mein bambu
1,gaand mein danda
1,gaand mein kheera
1,gaandfat
1,gaandfattu
1,gaandu
0,gaao
0,gaav
0,gaavo
1,gabble
0,gadbadi
1,gadha
1,gadha chod
0,gadkari
0,gae
1,gaff
1,gaffe
0,gai
0,gaiety
0,gaily
0,gain
0,gained
0,gainful
0,gainfully
0,gaining
0,gains
1,gainsay
1,gainsayer
0,gair
1,gairkaanuni
0,galat
1,galat
1,gali
0,gall
1,gall
0,gallan
0,gallant
0,gallantly
1,galling
1,gallingly
1,galllo
1,galls
1,galo
0,galore
1,gambhir
0,gambhirtaa
0,game
0,gand
1,gande
0,gandhi
1,gandu
1,gang bang
1,gangbang
1,gangbanged
1,gangbanger
1,gangsta
1,gangster
1,ganndu
0,gantantra
1,gape
1,garak
0,garam
1,garbage
0,gardan
0,garden
0,gareeb
0,garib
0,garibo
1,garish
0,garmiyaan
0,gas
1,gashti
1,gasp
1,gasti
0,gathan
0,gathbandhan
0,gather
0,gathit
0,gati
0,gatividhi
0,gatividhiyo
1,gatorbait
1,gauche
1,gaudy
0,gaur
1,gauratalab
0,gavaah
0,gave
1,gawk
1,gawky
1,gay
1,gay sex
0,gaya
0,gaye
0,gayi
1,gaysex
0,gea
0,geekier
0,geeky
0,geela
0,geet
1,geez
1,geezer
0,gehraa
0,gehri
0,gem
0,gems
0,gend
0,general
0,generosity
0,generous
0,generously
1,geni
0,genial
1,genital
1,genitals
0,genius
1,genocide
0,gentle
0,gentlest
0,genuine
1,german
0,get
1,getiton
1,get-rich
0,ghaass
0,ghaati
0,ghaayal
0,ghadi
0,ghante
0,ghar
1,ghashti
1,ghassad
1,ghasti
1,ghastly
0,ghatana
0,ghatao
0,ghate
0,ghati
0,ghatit
1,ghatnaa
0,ghatnaaa
0,ghatnaakram
1,ghatnaao
0,ghato
0,ghatt
0,gherne
1,ghetto
0,ghodha
1,ghondoo
1,ghoosa
0,ghoshit
0,ghoshnaa
1,ghosting
0,ghotaalaa
1,ghotaale
0,ghuspaith
1,giant cock
1,gibber
1,gibberish
1,gibe
1,giddy
0,gifted
1,gimmick
1,gimmicked
1,gimmicking
1,gimmicks
1,gimmicky
1,gin
0,ginti
1,ginzo
1,gipp
0,gir gaya
0,giraayaa
1,giraphtaar
1,giraphtaari
0,giravat
0,girl
1,girl on
1,girl on top
1,girls gone wild
0,give
1,givehead
0,glad
0,gladden
0,gladly
0,gladness
0,glamorous
1,glare
1,glaringly
0,glass
1,glazeddonut
0,glee
0,gleeful
0,gleefully
1,glib
1,glibly
0,glimmer
0,glimmering
0,glisten
0,glistening
1,glitch
1,glitches
0,glitter
0,glitz
1,gloatingly
0,global
1,gloom
1,gloomy
0,glorify
0,glorious
0,gloriously
0,glory
0,glow
1,glower
0,glowing
0,glowingly
1,glum
1,glut
1,gnawing
0,go
0,goa
1,goad
1,goading
1,goatcx
1,goatse
1,gob
1,god
1,god damn it
0,goda
1,godammit
1,god-awful
1,goddammit
1,goddamn
1,goddamned
1,goddamnes
1,goddamnit
0,god-given
0,godlike
0,godsend
0,god-send
1,gokkun
0,gol
0,gold
0,golden
1,golden shower
1,goldenshower
0,golibaari
0,gone
1,gonorrehea
1,gonzagas
1,goo girl
0,good
0,goodly
0,goodness
1,goodpoop
0,goodwill
1,goof
1,goofy
1,gook
1,goon
1,goon
0,goood
0,gooood
0,gopal
1,goregasm
0,gorgeous
0,gorgeously
1,gossip
0,got
1,gotohell
0,govern
0,governor
1,goy
0,goyal
1,goyim
0,graamin
0,grace
0,graceful
0,gracefully
1,graceless
1,gracelessly
0,gracious
0,graciously
0,graciousness
1,graft
0,grah
1,grainy
0,grand
0,grandeur
0,granth
1,grapple
0,grass
1,grate
0,grateful
0,gratefully
0,gratification
0,gratified
0,gratifies
0,gratify
0,gratifying
0,gratifyingly
1,grating
0,gratitude
1,gravely
0,gray
1,greaseball
1,greasy
0,great
0,greatest
0,greatness
1,greed
1,greedy
0,green
0,grew
0,griah
1,grief
1,grievance
1,grievances
1,grieve
1,grieving
1,grievous
1,grievously
1,grim
1,grimace
0,grin
1,grind
1,gringo
1,gripe
1,gripes
1,grisly
1,gritty
1,groe
1,grope
1,gross
1,grossly
1,grostulation
1,grotesque
1,grouch
1,grouchy
0,ground
0,groundbreaking
1,groundless
0,group
1,group sex
1,grouse
0,grow
1,growl
1,grudge
1,grudges
1,grudging
1,grudgingly
1,gruesome
1,gruesomely
1,gruff
1,grumble
1,grumpier
1,grumpiest
1,grumpily
1,grumpish
1,grumpy
1,g-spot
0,guarantee
1,gubba
1,gucchi
1,gucchu
0,gudaa
0,guess
0,guest
0,guhaar
0,guidance
0,guide
1,guile
1,guilt
1,guiltily
0,guiltless
1,guilty
0,gujraat
0,gulaab
0,gulaam
1,gulaam
0,gulabee
1,gullible
1,gum
1,gummer
0,gumption
0,gun
1,gun
1,gunha
0,gurjar
1,guro
0,guru
0,guruvaar
0,gush
0,gusto
1,gutless
0,gutsy
1,gutter
1,gyp
1,gypo
1,gypp
1,gyppie
1,gyppo
1,gyppy
0,haadse
0,haai
0,haal
1,haal
0,haal
0,haalaat
0,haalanki
0,haalat
0,haaliyaa
0,haan
0,haar
0,haasil
0,haath
0,haatho
0,haazir
1,hack
1,hacks
0,had
0,haddi
0,hafte
1,haggard
1,haggle
0,hai
0,hail
0,hain
0,hair
1,hairloss
0,hajaar
0,hajaaro
0,hak
0,hal
0,halanki
0,halcyon
0,hale
0,half
1,halfhearted
1,halfheartedly
0,halko
0,hallmark
0,hallmarks
0,hallowed
1,hallucinate
1,hallucination
0,hamaaraa
0,hamaari
1,hamas
0,hameshaa
1,hamlaa
0,hamlaavar
1,hamle
0,hamlo
0,hamne
1,hamper
1,hampered
0,hand
1,hand job
1,handicapped
0,handier
0,handily
1,handjob
0,hands-down
0,handsome
0,handsomely
0,handy
1,hang
1,hangs
1,hapa
1,haphazard
1,hapless
0,happen
0,happier
0,happily
0,happiness
0,happy
0,har
0,hara
1,haraami
0,harakat
1,haram da
1,harami
1,harami saale
1,haramjada
1,haramzada
1,harangue
1,harass
1,harassed
1,harasses
1,harassment
1,harboring
1,harbors
0,hard
1,hard
1,hard core
1,hardball
1,hardcore
1,harden
1,hardened
1,harder
1,hardheaded
1,hardhearted
1,hard-hit
0,hardier
1,hard-line
1,hardliner
1,hard-liner
1,hardliners
1,hardon
1,hardship
1,hardships
0,hard-working
0,hardy
0,hare rang
1,harem
1,harm
1,harmed
1,harmful
0,harmless
0,harmonious
0,harmoniously
0,harmonize
0,harmony
1,harms
1,harpy
1,harridan
1,harried
1,harrow
0,harsh
1,harsh
1,harshly
0,has
0,hass
1,hasseling
0,hassi
1,hassle
1,hassled
1,hassles
0,hastakshep
1,haste
1,hastily
1,hasty
0,hat
0,hataane
1,hate
1,hated
1,hateful
1,hatefully
1,hatefulness
1,hater
1,haters
1,hates
0,hathh
0,hathiyaar
0,hathiyaaro
1,hating
1,hatred
1,hatt
0,hatth
1,hatyaa
1,haughtily
1,haughty
0,hauli
1,haunt
1,haunting
0,havaa
0,havaai
0,havaalaa
0,havaale
0,have
1,havoc
0,hawa
1,hawas
1,hawas ke pujari
1,hawas ki bhook
1,hawkish
1,haywire
0,hazaar
1,hazard
1,hazardous
1,haze
1,hazy
0,he
0,head
1,headache
1,headaches
1,head-aches
1,headfuck
1,headlights
0,headway
0,heal
0,healthful
0,healthy
0,hear
0,heard
0,heart
1,heartbreaker
1,heartbreaking
1,heartbreakingly
0,hearten
0,heartening
0,heartfelt
0,heartily
1,heartless
0,heartwarming
0,heat
1,heathen
0,heaven
0,heavenly
0,heavy
1,heavy-handed
1,heavyhearted
1,hebe
1,heck
1,heckle
1,heckled
1,heckles
1,hectic
1,hedge
1,hedonistic
1,heeb
1,heedless
1,hefty
0,hega
1,hegemonism
1,hegemonistic
1,hegemony
1,heinous
0,held
0,helicopter
1,hell
1,hell-bent
1,hellion
1,hells
0,help
0,helped
0,helpful
0,helping
1,helpless
1,helplessly
1,helplessness
1,henhouse
1,hentai
0,her
0,here
1,heresy
1,heretic
1,heretical
0,hero
0,heroic
0,heroically
1,heroin
0,heroine
0,heroize
0,heros
1,herpes
1,hesitant
1,hestitant
1,heterosexual
0,heth
0,hi
0,hid
1,hideous
1,hideously
1,hideousness
0,high
1,high-priced
0,high-quality
0,high-spirited
0,highway
0,hii
1,hijack
1,hijacker
1,hijacking
1,hijda
1,hijra
0,hilarious
1,hiliarious
0,hill
1,hillbillies
0,him
0,himachal
1,hinder
1,hindoo
1,hindrance
0,his
0,hisaa
0,hisaab
1,hiscock
1,hiss
0,hissa
0,hisse
1,hissed
1,hissing
0,hisso
0,history
0,hit
1,hitler
1,hitlerism
1,hitlerist
0,hito
1,hiv
0,hmare
0,hme
0,ho
1,ho
1,hoard
1,hoax
1,hobble
1,hobo
1,hodgie
0,hoe
1,hoes
0,hoga
0,hogi
1,hogs
1,ho-hum
0,hokar
0,hola
0,hold
0,hole
1,hole
1,hole stuffer
1,hollow
0,holy
0,homage
0,home
1,homicide
1,homo
1,homobangers
1,homoerotic
1,homosexual
0,hon
0,hona
0,honaa
0,hone
0,honest
0,honesty
0,honge
1,honger
0,honi
1,honk
1,honkers
1,honkey
1,honky
0,honor
0,honorable
0,honored
0,honoring
1,hoodium
1,hoodwink
1,hook
1,hooker
1,hookers
1,hooligan
0,hooray
1,hooters
0,hope
0,hopeful
1,hopeless
1,hopelessly
1,hopelessness
0,hor
1,horde
1,hore
1,hork
1,horn
1,horney
1,horniest
1,horny
1,horrendous
1,horrendously
1,horrible
1,horrid
1,horrific
1,horrified
1,horrifies
1,horrify
1,horrifying
1,horrifys
0,horse
1,horseshit
1,hose job
1,hoser
0,hospitable
1,hostage
1,hostile
1,hostilities
1,hostility
0,hot
1,hot chick
0,hotaa
1,hotbeds
0,hotcake
0,hotcakes
1,hotdamn
0,hote
0,hote hain
1,hothead
1,hotheaded
1,hothouse
0,hoti
1,hotpussy
0,hottest
1,hottotrot
0,hour
0,house
0,hove
0,hovega
0,how
1,how to kill
1,how to murder
0,hoyi
0,htaa
0,hu
0,hua
1,hubris
1,huckster
0,hug
0,huge
1,huge fat
0,hui
0,hul
0,hum
1,hum
0,human
0,humane
0,humble
0,hume
0,humesha ki tarah
1,humid
1,humiliate
1,humiliating
1,humiliation
0,humility
1,hummer
1,humming
0,humor
0,humorous
0,humorously
0,humour
0,humourous
1,humping
0,hunda
0,hunde
0,hundi
0,hundred
1,hung
0,hungama
0,hunt
0,hurry
1,hurt
1,hurted
1,hurtful
1,hurting
1,hurts
0,huryana
1,husky
1,hussy
1,hustler
0,huye
0,hydrabaad
1,hymen
1,hymie
1,hype
1,hypocricy
1,hypocrisy
1,hypocrite
1,hypocrites
1,hypocritical
1,hypocritically
1,hysteria
1,hysteric
1,hysterical
1,hysterically
1,hysterics
0,i
1,i blow u
0,ice
0,ichha
0,ichhaye
0,idea
0,ideal
0,idealize
0,ideally
0,idhar
1,idiocies
1,idiocy
1,idiot
1,idiotic
1,idiotically
1,idiots
1,idle
0,idol
0,idolize
0,idolized
0,idyllic
0,if
1,ignoble
1,ignominious
1,ignominiously
1,ignominy
1,ignorance
1,ignorant
1,ignore
0,ik
0,ikaai
1,ikey
0,ikhatha
0,ikhatta
0,ikk
0,ilaaj
0,ilaaka
0,ilawa
1,ill-advised
0,illahabaad
1,ill-conceived
1,ill-defined
1,ill-designed
1,illegal
1,illegally
1,illegitimate
1,ill-fated
1,ill-favored
1,ill-formed
1,illicit
1,illiterate
1,ill-mannered
1,ill-natured
1,illness
1,illogic
1,illogical
1,illogically
1,ill-sorted
1,ill-tempered
1,ill-treated
1,ill-treatment
0,illuminate
0,illuminati
0,illuminating
0,illumine
1,ill-usage
1,ill-used
1,illusion
1,illusions
1,illusory
0,illustrious
0,ilu
0,imaculate
1,imaginary
0,imaginative
0,imagine
1,imbalance
1,imbecile
1,imbroglio
0,immaculate
0,immaculately
1,immaterial
1,immature
0,immense
1,imminence
1,imminently
1,immobilized
1,immoderate
1,immoderately
1,immodest
1,immoral
1,immorality
1,immorally
1,immovable
1,impair
1,impaired
0,impartial
0,impartiality
0,impartially
1,impasse
0,impassioned
1,impatience
1,impatient
1,impatiently
1,impeach
0,impeccable
0,impeccably
1,impedance
1,impede
1,impediment
1,impending
1,impenitent
1,imperfect
1,imperfection
1,imperfections
1,imperfectly
1,imperialist
1,imperil
1,imperious
1,imperiously
1,impermissible
1,impersonal
1,impertinent
1,impetuous
1,impetuously
1,impiety
1,impinge
1,impious
1,implacable
1,implausible
1,implausibly
1,implicate
1,implication
1,implode
1,impolite
1,impolitely
1,impolitic
0,important
1,importunate
1,importune
1,impose
1,imposers
1,imposing
1,imposition
1,impossible
1,impossiblity
1,impossibly
1,impotent
1,impoverish
1,impoverished
1,impractical
1,imprecate
1,imprecise
1,imprecisely
1,imprecision
0,impress
0,impressed
0,impresses
0,impressive
0,impressively
0,impressiveness
1,imprison
1,imprisonment
1,improbability
1,improbable
1,improbably
1,improper
1,improperly
1,impropriety
0,improve
0,improved
0,improvement
0,improvements
0,improves
0,improving
1,imprudence
1,imprudent
1,impudence
1,impudent
1,impudently
1,impugn
1,impulsive
1,impulsively
1,impunity
1,impure
1,impurity
0,in
1,inability
1,inaccuracies
1,inaccuracy
1,inaccurate
1,inaccurately
1,inaction
1,inactive
1,inadequacy
1,inadequate
1,inadequately
1,inadverent
1,inadverently
1,inadvisable
1,inadvisably
1,inane
1,inanely
1,inappropriate
1,inappropriately
1,inapt
1,inaptitude
1,inarticulate
1,inattentive
1,inaudible
1,incapable
1,incapably
1,incautious
1,incendiary
1,incense
1,incessant
1,incessantly
1,incest
0,inch
1,incite
1,incitement
1,incivility
1,inclement
0,include
1,incognizant
1,incoherence
1,incoherent
1,incoherently
0,income
1,incommensurate
1,incomparable
1,incomparably
1,incompatability
1,incompatibility
1,incompatible
1,incompetence
1,incompetent
1,incompetently
1,incomplete
1,incompliant
1,incomprehensible
1,incomprehension
1,inconceivable
1,inconceivably
1,incongruous
1,incongruously
1,inconsequent
1,inconsequential
1,inconsequentially
1,inconsequently
1,inconsiderate
1,inconsiderately
1,inconsistence
1,inconsistencies
1,inconsistency
1,inconsistent
1,inconsolable
1,inconsolably
1,inconstant
1,inconvenience
1,inconveniently
1,incorrect
1,incorrectly
1,incorrigible
1,incorrigibly
0,incredible
0,incredibly
1,incredulous
1,incredulously
1,inculcate
0,indebted
1,indecency
1,indecent
1,indecently
1,indecision
1,indecisive
1,indecisively
1,indecorum
1,indefensible
1,indelicate
1,indeterminable
1,indeterminably
1,indeterminate
0,india
0,indian
0,indicate
1,indifference
1,indifferent
1,indigent
1,indignant
1,indignantly
1,indignation
1,indignity
0,indira
1,indiscernible
1,indiscreet
1,indiscreetly
1,indiscretion
1,indiscriminate
1,indiscriminately
1,indiscriminating
1,indistinguishable
0,individualized
1,indoctrinate
1,indoctrination
1,indolent
1,indulge
0,indulgence
0,indulgent
0,industrious
0,industry
1,ineffective
1,ineffectively
1,ineffectiveness
1,ineffectual
1,ineffectually
1,ineffectualness
1,inefficacious
1,inefficacy
1,inefficiency
1,inefficient
1,inefficiently
1,inelegance
1,inelegant
1,ineligible
1,ineloquent
1,ineloquently
1,inept
1,ineptitude
1,ineptly
1,inequalities
1,inequality
1,inequitable
1,inequitably
1,inequities
1,inescapable
1,inescapably
1,inessential
0,inestimable
0,inestimably
1,inevitable
1,inevitably
1,inexcusable
1,inexcusably
1,inexorable
1,inexorably
0,inexpensive
1,inexperience
1,inexperienced
1,inexpert
1,inexpertly
1,inexpiable
1,inexplainable
1,inextricable
1,inextricably
0,infallibility
0,infallible
0,infallibly
1,infamous
1,infamously
1,infamy
1,infected
1,infection
1,infections
1,inferior
1,inferiority
1,infernal
1,infest
1,infested
1,infidel
1,infidels
1,infiltrator
1,infiltrators
1,infirm
1,inflame
1,inflammation
1,inflammatory
1,inflammed
1,inflated
1,inflationary
1,inflexible
1,inflict
0,influential
1,infraction
0,infrastructure
1,infringe
1,infringement
1,infringements
1,infuriate
1,infuriated
1,infuriating
1,infuriatingly
0,ingenious
0,ingeniously
0,ingenuity
0,ingenuous
0,ingenuously
1,inglorious
1,ingrate
1,ingratitude
0,inhaan
0,inhe
1,inhibit
1,inhibition
1,inhospitable
1,inhospitality
1,inhuman
1,inhumane
1,inhumanity
1,inimical
1,inimically
1,iniquitous
1,iniquity
1,injudicious
1,injure
1,injurious
1,injury
1,injustice
1,injustices
0,inkaa
0,inke
0,inki
0,inn
0,innocuous
0,innovation
0,innovative
1,innuendo
1,inoperable
1,inopportune
1,inordinate
1,inordinately
0,inpressed
1,insane
1,insanely
1,insanity
1,insatiable
0,insect
1,insecure
1,insecurity
1,insensible
1,insensitive
1,insensitively
1,insensitivity
1,insest
1,insidious
1,insidiously
0,insightful
0,insightfully
1,insignificance
1,insignificant
1,insignificantly
1,insincere
1,insincerely
1,insincerity
1,insinuate
1,insinuating
1,insinuation
1,insociable
1,insolence
1,insolent
1,insolently
1,insolvent
1,insouciance
0,inspiration
0,inspirational
0,inspire
0,inspiring
1,instability
1,instable
0,instant
0,instantly
1,instigate
1,instigator
1,instigators
0,institute
0,instructive
0,instrument
0,instrumental
1,insubordinate
1,insubstantial
1,insubstantially
1,insufferable
1,insufferably
1,insufficiency
1,insufficient
1,insufficiently
1,insular
1,insult
1,insulted
1,insulting
1,insultingly
1,insults
1,insupportable
1,insupportably
1,insurmountable
1,insurmountably
1,insurrection
1,intefere
1,inteferes
0,integral
0,integrated
0,intelligence
0,intelligent
0,intelligible
1,intense
1,intercourse
0,interest
0,interesting
0,interests
1,interfere
1,interference
1,interferes
1,intermittent
0,international
0,internet
1,interracial
1,interrupt
1,interruption
1,interruptions
0,interview
1,intheass
1,inthebuff
0,intimacy
0,intimate
1,intimidate
1,intimidating
1,intimidatingly
1,intimidation
0,intjaar
1,intolerable
1,intolerablely
1,intolerance
1,intoxicate
1,intractable
1,intransigence
1,intransigent
0,intricate
0,intrigue
0,intriguing
0,intriguingly
1,intrude
1,intrusion
1,intrusive
0,intuitive
0,intzaam
1,inundate
1,inundated
1,invader
1,invalid
1,invalidate
1,invalidity
0,invaluable
0,invaluablely
1,invasive
1,invective
1,inveigle
0,invent
0,inventive
1,invidious
1,invidiously
1,invidiousness
0,invigorate
0,invigorating
0,invincibility
0,invincible
0,inviolable
0,inviolate
1,invisible
1,involuntarily
1,involuntary
0,invulnerable
0,iraada
0,iraade
1,irascible
1,irate
1,irately
1,ire
1,irk
1,irked
1,irking
1,irks
1,irksome
1,irksomely
1,irksomeness
1,irksomenesses
0,iron
1,ironic
1,ironical
1,ironically
1,ironies
1,irony
1,irragularity
1,irrational
1,irrationalities
1,irrationality
1,irrationally
1,irrationals
1,irreconcilable
1,irrecoverable
1,irrecoverableness
1,irrecoverablenesses
1,irrecoverably
1,irredeemable
1,irredeemably
1,irreformable
1,irregular
1,irregularity
1,irrelevance
1,irrelevant
1,irreparable
0,irreplaceable
1,irreplacible
1,irrepressible
0,irreproachable
0,irresistible
0,irresistibly
1,irresolute
1,irresolvable
1,irresponsible
1,irresponsibly
1,irretating
1,irretrievable
1,irreversible
1,irritable
1,irritably
1,irritant
1,irritate
1,irritated
1,irritating
1,irritation
1,irritations
0,is
0,ise
0,ishaaraa
0,iskaa
0,iske
0,iski
0,isko
0,islamabaad
0,island
0,isliye
0,isme
1,isolate
1,isolated
1,isolation
1,israeli
1,israel's
1,isreal
0,iss
0,isse
0,issi
0,isspar
1,issue
0,issue-free
1,issues
1,istemaal
0,istifa
0,it
1,italiano
1,itch
1,itching
1,itchy
0,itihaas
0,itna
0,itne
0,itni
0,iyaar
0,izaafa
0,jaa
0,jaaage
0,jaadhav
0,jaadu
0,jaahir
0,jaakar
0,jaamni
0,jaan
0,jaana
0,jaanaa
0,jaanch
0,jaanda
0,jaane
0,jaani
0,jaankaar
0,jaankaari
0,jaankaaro
0,jaanne
0,jaante
1,jaanvar
1,jaanwar
0,jaari
0,jaata
0,jaate
0,jaati
0,jaaundi
0,jaay
0,jaayega
0,jaayegi
0,jab
0,jab tak
1,jabber
0,jabki
0,jabt
1,jack off
1,jackass
1,jackoff
1,jackshit
1,jacktheripper
0,jad
0,jadd
1,jade
1,jaded
0,jadon
0,jagah
1,jagged
0,jagho
0,jaha
0,jahaaj
0,jahaajh
1,jail
1,jail bait
1,jailbait
0,jain
0,jaipur
0,jaisa
0,jaisaa
0,jaise
0,jaishamohammad
0,jaisi
0,jal
0,jala
0,jald
0,jaldi
1,jam
0,jamaa
0,jamaanat
0,jamakar
0,jameen
0,jammu
0,jammukashmir
0,jan
0,janam
1,janavri
0,jangli
0,janna
0,jannsakhyaa
0,jantaa
1,jap
0,japan
1,japanese
1,japcrap
0,jar
0,jara
0,jariye
1,jarring
0,jarur
0,jaruri
0,jarurto
0,jataai
0,jataate
0,jataayaa
1,jaundiced
0,javaabi
0,javaan
0,javaano
0,jawaab
0,jaw-droping
0,jaw-dropping
0,jdu
0,je
1,jealous
1,jealously
1,jealousness
1,jealousy
1,jebus
0,jeena
1,jeer
1,jeering
1,jeeringly
1,jeers
0,jeet
0,jeevan
1,jeez
0,jeha
0,jekar
1,jeopardize
1,jeopardy
1,jerk
1,jerk off
1,jerkoff
1,jerky
0,jetli
1,jew
1,jewish
0,jhaarakhand
1,jhaat
1,jhalla
1,jhant
1,jhant chaatu
1,jhant ka baal
1,jhant ka pissu
1,jhant ke baal
1,jhantu
0,jhatka
1,jhatkaa
0,jheel
0,ji
0,ji aaiyan nu
0,jibh
1,jiga
1,jigaboo
0,jigar
1,jigg
1,jigga
1,jiggabo
1,jiggaboo
1,jigger
1,jiggerboo
1,jiggy
1,jihad
0,jihnan
0,jii
1,jijjiboo
0,jikr
0,jilaa
0,jile
0,jilo
1,jimfish
0,jimmedaar
0,jimmedaari
0,jin
0,jindagi
0,jinhe
0,jinhone
0,jinkaa
0,jinke
0,jinme
0,jinse
0,jis
0,jise
0,jiska
0,jiskaa
0,jiske
0,jiski
1,jism
0,jisme
0,jisne
0,jisse
0,jithe
0,jitne
1,jitter
1,jitters
1,jittery
0,jivan
0,jiven
1,jiz
1,jizim
1,jizjuice
1,jizm
1,jizz
1,jizzim
1,jizzum
0,jo
0,job
1,job-killing
1,jobless
0,jodaa
0,jodd
0,jodne
0,joint
1,joke
1,joker
0,jollify
0,jolly
1,jolt
0,jor
0,jovial
0,joy
0,joyful
0,joyfully
0,joyous
0,joyously
0,js
0,jubilant
0,jubilantly
0,jubilate
0,jubilation
0,jubiliant
0,jud
0,judaa
1,judder
1,juddering
1,judders
0,jude
0,judge
0,judgo
0,judi
0,judicious
0,jug
0,jujh
0,july
1,jumpy
0,jun
0,june
1,junk
1,junky
1,junkyard
0,justice
0,justly
0,juti
1,jutter
1,jutters
0,jyaadaatar
0,kaa
0,kaabu
0,kaafi
0,kaala
0,kaalaa
0,kaalaj
0,kaale
1,kaaledhan
0,kaam
0,kaamkaaj
0,kaamo
0,kaamyaab
0,kaanun
0,kaanuni
0,kaanuno
0,kaaragar
1,kaaran
0,kaarno
0,kaarobaar
0,kaarobaari
0,kaarobaariyo
0,kaarya
0,kaaryaalay
0,kaaryakarmo
0,kaaryakartaa
0,kaaryakartaao
0,kaaryakram
0,kaarykaal
0,kaaryo
0,kaaryvaahi
0,kaat
0,kaayam
0,kab
0,kabhi
0,kadaa
0,kadam
0,kade
0,kadi
0,kadmo
1,kadva
0,kafi
0,kah
0,kaha
0,kahani
0,kahe
0,kahi
0,kahne
0,kahte
0,kai
0,kaid
0,kaise
0,kam
0,kamaan
0,kamar
0,kami
1,kamjor
0,kamm
1,kangale
1,kanjaraa
0,kann
1,kaput
0,kar
0,kara
0,karaai
0,karaanaa
0,karaane
0,karaar
0,karaayaa
0,karan
0,karda
0,karde
0,kardi
0,kare
0,kareeb
0,karegaa
0,karegi
0,karenge
0,karibi
0,karj
0,karke
0,karmchaari
0,karmchariyo
0,karmiyo
0,karna
0,karnataka
0,karne
0,karni
0,karo
0,karsi
0,kartaa
0,karte
0,karti
0,karvaaa
0,karvaane
1,karyawaahi
0,kashmir
0,kathin
0,kathit
0,kathor
0,katoti
0,kattna
0,kaun
0,kaur
0,kaushal
0,kavaayad
0,kavita
0,kayi
0,ke
0,ke baad
0,ke baad se
0,ke baare mein
0,ke beech
0,ke bich
0,ke khilaaf
0,ke liye
0,ke maadhyam se
1,keeda
0,keemat
0,keen
0,keenly
0,keenness
0,keep
0,keet
0,kehna
0,kehta
0,kejriwaal
0,kendra
0,kendriye
1,kenjer
0,kept
0,keral
0,keval
0,kevel
0,key
0,kha
0,khaadh
0,khaadi
0,khaali
0,khaane
1,khaarij
0,khaas
0,khaasakar
0,khaasi
0,khaastaur
0,khaate
0,khabar
0,khabbe
0,khabre
0,khabro
0,khada hua
0,khadaa
0,khade
0,khadhna
0,khadi
0,khaki
1,khaloti
0,khambh
0,khan
0,khana
0,khand
0,khane
1,kharaab
0,kharch
0,khareed
0,khareeda
0,khareedna
0,kharid
0,kharidne
1,khasam
1,khasmaa
0,khatm
1,khatraa
1,khatre
0,kheech
0,khehar
0,khel
0,khelne
0,khelo
0,kheth
0,khichaav
1,khilaaf
0,khirki
0,khoj
0,khol
0,khole
0,kholne
0,khoob
0,khoon
1,khota
1,khote ki aulad
1,khoteya
1,khoti
1,khotiya
1,khotta
0,khoya
0,khud
0,khufiyaa
0,khula
0,khulaa
1,khulaasaa
0,khule
0,khush
0,khushi hoi
0,khyaal
0,ki
0,ki hai
0,ki?
1,kid
0,kiddan
0,kid-friendly
1,kigger
0,kiha
0,kii
1,kike
1,kill
1,killed
1,killer
1,killing
1,killjoy
1,kills
0,kilometer
0,kimi
0,kinare
1,kinbaku
0,kind
0,kindliness
0,kindly
0,kindness
0,king
1,kink
1,kinkster
1,kinky
0,kinna
0,kinne
0,kis
0,kisaan
0,kisaano
0,kise
0,kism
1,kissass
1,kissey kuti ma da puttar
0,kissi
0,kissi bhi
0,kita
0,kitaab
0,kite
0,kithe de ho
0,kithey?
0,kiti
0,kitnaa
0,kitni
0,kiun
0,kive ho
0,kiven
0,kiya
0,kiye
1,kkk
1,kkoosa
1,klatch
1,knave
0,knew
1,knife
1,knobbing
1,knock
1,knockers
1,knotted
0,know
0,knowledgeable
0,ko
1,kock
0,koi
0,kol
0,kolkata
0,komal
0,kon
0,konne
0,kood
1,kook
1,kooky
1,koon
1,koosa
1,koossaa
0,koshish
0,koshishe
0,koshisho
1,kotex
1,kovid
1,krap
1,krappy
0,krashi
1,kraut
0,kripya
0,krishna
0,kriya
0,kshamtaa
0,kshetr
0,kshetriya
0,kshetro
0,kuch
0,kuch nhi
0,kudi
0,kudos
0,kujh
0,kul
0,kulbhushan
1,kum
0,kumaar
1,kumbubble
1,kumbullbe
1,kummer
1,kumming
1,kumquat
1,kums
1,kunilingus
0,kunji
1,kunnilingus
1,kunt
0,kursi
1,kuta
1,kutha
1,kuthay da puthar
1,kuthi
1,kuti
1,kutiya
0,kutnitik
1,kutta
1,kutte
1,kutte ka beej
1,kutte ka tatta
1,kutte ki aulad
1,kutte ki jhant
1,kutteya
1,kuttiya
1,ky
0,kya
1,kyke
0,kyo
0,kyoki
0,kyon
0,kyu
0,kyuki
0,la
0,laabh
0,laagat
0,laagu
0,laakh
0,laal
1,laal chut
0,laalu
1,laan tere mow nee
0,laane
0,laayaa
0,laayak
0,labit
1,lack
1,lackadaisical
1,lacked
1,lackey
1,lackeys
1,lacking
